seed,deflection,zone,n_entered,entry_mean_step,entry_std_step,local_temporal_jitter,success_rate,failure_rate
6,0.1,B_transition,70,97.18571428571428,1.830634996332125,0.018836461817129235,0.42857142857142855,0.5714285714285714
6,0.1,C_downstream,37,273.0,11.91410701420572,0.043641417634293335,0.42857142857142855,0.5714285714285714
7,0.1,A_entry,70,0.0,0.0,0.0,0.3142857142857143,0.6857142857142857
7,0.1,B_transition,70,96.8,2.1354156504062622,0.02206007903289465,0.3142857142857143,0.6857142857142857
7,0.1,C_downstream,31,270.2903225806452,13.196269141343718,0.04882257350282155,0.3142857142857143,0.6857142857142857
8,0.1,A_entry,70,0.0,0.0,0.0,0.38571428571428573,0.6142857142857143
8,0.1,B_transition,70,97.47142857142858,2.1429047613756733,0.021984952849883947,0.38571428571428573,0.6142857142857143
8,0.1,C_downstream,44,268.59090909090907,11.444169181922417,0.042608177695270914,0.38571428571428573,0.6142857142857143
9,0.1,A_entry,70,0.0,0.0,0.0,0.34285714285714286,0.6571428571428571
9,0.1,B_transition,70,97.18571428571428,2.2187052668672536,0.02282954118464055,0.34285714285714286,0.6571428571428571
9,0.1,C_downstream,38,269.92105263157896,13.261304172880243,0.04913030696768863,0.34285714285714286,0.6571428571428571
10,0.1,A_entry,70,0.0,0.0,0.0,0.32857142857142857,0.6714285714285714
10,0.1,B_transition,70,97.35714285714286,2.0773314907469587,0.021337227344210345,0.32857142857142857,0.6714285714285714
10,0.1,C_downstream,33,271.54545454545456,15.009271698340347,0.05527351479114021,0.32857142857142857,0.6714285714285714
11,0.1,A_entry,70,0.0,0.0,0.0,0.24285714285714285,0.7571428571428571
11,0.1,B_transition,69,97.5072463768116,2.2238704242684975,0.0228072323532926,0.24285714285714285,0.7571428571428571
11,0.1,C_downstream,30,270.9,13.000897404922991,0.047991500202565526,0.24285714285714285,0.7571428571428571
12,0.1,A_entry,70,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143
12,0.1,B_transition,70,97.1,2.1054351433509275,0.021683163165079757,0.2857142857142857,0.7142857142857143
12,0.1,C_downstream,32,269.9375,10.994139063610211,0.04072846145337155,0.2857142857142857,0.7142857142857143
13,0.1,A_entry,70,0.0,0.0,0.0,0.45714285714285713,0.5428571428571428
13,0.1,B_transition,69,97.07246376811594,2.286183076720116,0.023551303716342634,0.45714285714285713,0.5428571428571428
13,0.1,C_downstream,42,267.5,11.55164387394609,0.04318371541645946,0.45714285714285713,0.5428571428571428
14,0.1,A_entry,70,0.0,0.0,0.0,0.4142857142857143,0.5857142857142857
